Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID0751,Stewart,2021-01-13,15:27:22,Contract related,Y,Y,12.0,0:02:11,2.0
ID0752,Martha,2021-01-13,15:27:22,Admin Support,Y,Y,90.0,0:06:32,4.0
ID0753,Stewart,2021-01-13,15:34:34,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0754,Dan,2021-01-13,15:34:34,Technical Support,Y,Y,23.0,0:04:13,5.0
ID0755,Greg,2021-01-13,15:40:19,Admin Support,Y,Y,98.0,0:05:08,5.0
ID0756,Diane,2021-01-13,15:40:19,Contract related,Y,Y,28.0,0:01:03,2.0
ID0757,Diane,2021-01-13,17:58:34,Technical Support,Y,Y,123.0,0:04:28,3.0
ID0758,Becky,2021-01-13,17:58:34,Contract related,Y,Y,82.0,0:02:30,5.0
ID0759,Martha,2021-01-14,9:02:53,Technical Support,Y,Y,57.0,0:04:48,4.0
ID0760,Stewart,2021-01-14,9:02:53,Streaming,Y,Y,14.0,0:01:11,5.0
ID0761,Joe,2021-01-14,9:14:24,Technical Support,Y,Y,114.0,0:00:37,4.0
ID0762,Jim,2021-01-14,9:14:24,Payment related,Y,Y,53.0,0:04:21,5.0
ID0763,Jim,2021-01-14,9:17:17,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0764,Dan,2021-01-14,9:17:17,Technical Support,Y,Y,25.0,0:04:33,4.0
ID0765,Greg,2021-01-14,9:24:29,Admin Support,Y,Y,86.0,0:03:20,2.0
ID0766,Jim,2021-01-14,9:24:29,Payment related,Y,Y,51.0,0:02:08,4.0
ID0767,Stewart,2021-01-14,10:01:55,Technical Support,Y,Y,31.0,0:00:56,4.0
ID0768,Dan,2021-01-14,10:01:55,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0769,Martha,2021-01-14,10:53:46,Payment related,Y,Y,124.0,0:05:04,4.0
ID0770,Jim,2021-01-14,10:53:46,Streaming,Y,Y,116.0,0:06:48,2.0
ID0771,Becky,2021-01-14,11:19:41,Contract related,Y,Y,41.0,0:04:03,2.0
ID0772,Greg,2021-01-14,11:19:41,Contract related,Y,Y,53.0,0:04:38,2.0
ID0773,Martha,2021-01-14,11:32:38,Technical Support,Y,Y,85.0,0:02:04,4.0
ID0774,Joe,2021-01-14,11:32:38,Streaming,Y,Y,18.0,0:04:38,5.0
ID0775,Stewart,2021-01-14,11:35:31,Payment related,Y,Y,17.0,0:04:13,4.0
ID0776,Joe,2021-01-14,11:35:31,Technical Support,Y,Y,102.0,0:02:58,4.0
ID0777,Jim,2021-01-14,12:01:26,Technical Support,Y,Y,26.0,0:06:41,1.0
ID0778,Joe,2021-01-14,12:01:26,Payment related,Y,Y,107.0,0:06:22,3.0
ID0779,Greg,2021-01-14,12:05:46,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0780,Greg,2021-01-14,12:05:46,Streaming,Y,Y,35.0,0:04:24,5.0
ID0781,Joe,2021-01-14,12:11:31,Technical Support,Y,Y,100.0,0:05:24,2.0
ID0782,Diane,2021-01-14,12:11:31,Admin Support,Y,Y,12.0,0:06:19,4.0
ID0783,Jim,2021-01-14,12:33:07,Payment related,Y,Y,43.0,0:03:54,4.0
ID0784,Becky,2021-01-14,12:33:07,Payment related,Y,Y,68.0,0:01:49,4.0
ID0785,Joe,2021-01-14,12:43:12,Streaming,Y,Y,81.0,0:01:55,3.0
ID0786,Martha,2021-01-14,12:43:12,Contract related,Y,N,49.0,0:06:21,5.0
ID0787,Dan,2021-01-14,13:01:55,Technical Support,Y,Y,101.0,0:06:10,3.0
ID0788,Joe,2021-01-14,13:01:55,Contract related,Y,Y,72.0,0:05:58,3.0
ID0789,Martha,2021-01-14,13:30:43,Technical Support,Y,Y,18.0,0:01:50,3.0
ID0790,Diane,2021-01-14,13:30:43,Contract related,Y,Y,86.0,0:04:33,5.0
ID0791,Dan,2021-01-14,13:35:02,Admin Support,Y,Y,109.0,0:00:38,4.0
ID0792,Martha,2021-01-14,13:35:02,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0793,Martha,2021-01-14,14:09:36,Admin Support,Y,Y,32.0,0:04:12,2.0
ID0794,Dan,2021-01-14,14:09:36,Contract related,Y,Y,68.0,0:05:15,3.0
ID0795,Joe,2021-01-14,14:38:24,Technical Support,Y,Y,10.0,0:06:57,4.0
ID0796,Jim,2021-01-14,14:38:24,Payment related,Y,Y,76.0,0:04:47,5.0
ID0797,Dan,2021-01-14,14:57:07,Payment related,Y,Y,124.0,0:06:33,3.0
ID0798,Becky,2021-01-14,14:57:07,Technical Support,Y,Y,28.0,0:04:12,3.0
ID0799,Becky,2021-01-14,15:20:10,Streaming,Y,Y,107.0,0:01:39,4.0
ID0800,Martha,2021-01-14,15:20:10,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0801,Diane,2021-01-14,15:51:50,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0802,Martha,2021-01-14,15:51:50,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0803,Stewart,2021-01-14,15:54:43,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0804,Joe,2021-01-14,15:54:43,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0805,Diane,2021-01-14,16:27:50,Contract related,Y,Y,21.0,0:01:40,4.0
ID0806,Dan,2021-01-14,16:27:50,Streaming,Y,Y,66.0,0:05:43,2.0
ID0807,Becky,2021-01-14,16:39:22,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0808,Greg,2021-01-14,16:39:22,Streaming,Y,Y,19.0,0:06:32,3.0
ID0809,Greg,2021-01-14,17:19:41,Contract related,Y,Y,100.0,0:05:59,4.0
ID0810,Jim,2021-01-14,17:19:41,Technical Support,Y,Y,108.0,0:06:24,4.0
ID0811,Stewart,2021-01-14,17:22:34,Technical Support,Y,Y,123.0,0:04:35,1.0
ID0812,Greg,2021-01-14,17:22:34,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0813,Dan,2021-01-14,17:32:38,Contract related,Y,Y,76.0,0:02:07,2.0
ID0814,Joe,2021-01-14,17:32:38,Contract related,Y,Y,78.0,0:01:33,2.0
ID0815,Becky,2021-01-14,17:32:38,Streaming,Y,Y,17.0,0:02:33,1.0
ID0816,Diane,2021-01-14,17:32:38,Streaming,Y,Y,60.0,0:04:13,4.0
ID0817,Jim,2021-01-15,9:40:19,Contract related,Y,Y,76.0,0:01:47,3.0
ID0818,Greg,2021-01-15,9:40:19,Contract related,Y,Y,80.0,0:04:02,4.0
ID0819,Greg,2021-01-15,9:40:19,Admin Support,Y,N,20.0,0:05:37,4.0
ID0820,Becky,2021-01-15,9:40:19,Admin Support,Y,Y,82.0,0:06:22,3.0
ID0821,Stewart,2021-01-15,9:50:24,Technical Support,Y,Y,33.0,0:05:52,3.0
ID0822,Stewart,2021-01-15,9:50:24,Admin Support,Y,Y,93.0,0:01:56,3.0
ID0823,Diane,2021-01-15,10:56:38,Streaming,Y,Y,29.0,0:03:00,4.0
ID0824,Martha,2021-01-15,10:56:38,Admin Support,Y,Y,83.0,0:06:53,4.0
ID0825,Stewart,2021-01-15,11:31:12,Payment related,Y,Y,113.0,0:02:01,4.0
ID0826,Stewart,2021-01-15,11:31:12,Admin Support,Y,Y,21.0,0:03:26,4.0
ID0827,Becky,2021-01-15,11:38:24,Admin Support,Y,N,82.0,0:02:40,4.0
ID0828,Diane,2021-01-15,11:38:24,Streaming,Y,Y,91.0,0:03:47,3.0
ID0829,Dan,2021-01-15,11:45:36,Technical Support,Y,Y,111.0,0:00:40,4.0
ID0830,Martha,2021-01-15,11:45:36,Admin Support,Y,Y,70.0,0:05:13,4.0
ID0831,Dan,2021-01-15,13:46:34,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0832,Joe,2021-01-15,13:46:34,Streaming,Y,Y,58.0,0:04:19,4.0
ID0833,Jim,2021-01-15,13:53:46,Streaming,Y,Y,10.0,0:05:27,4.0
ID0834,Becky,2021-01-15,13:53:46,Payment related,Y,Y,77.0,0:03:00,1.0
ID0835,Diane,2021-01-15,14:08:10,Streaming,Y,Y,92.0,0:03:59,4.0
ID0836,Jim,2021-01-15,14:08:10,Admin Support,Y,Y,59.0,0:02:09,1.0
ID0837,Diane,2021-01-15,14:13:55,Admin Support,Y,Y,42.0,0:04:19,2.0
ID0838,Greg,2021-01-15,14:13:55,Payment related,Y,Y,110.0,0:04:32,3.0
ID0839,Jim,2021-01-15,15:01:26,Contract related,Y,Y,21.0,0:01:32,5.0
ID0840,Diane,2021-01-15,15:01:26,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0841,Diane,2021-01-15,15:21:36,Technical Support,Y,N,60.0,0:03:28,4.0
ID0842,Greg,2021-01-15,15:21:36,Payment related,Y,Y,93.0,0:02:25,2.0
ID0843,Greg,2021-01-15,15:30:14,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0844,Diane,2021-01-15,15:30:14,Streaming,Y,Y,79.0,0:06:12,3.0
ID0845,Diane,2021-01-15,15:46:05,Technical Support,Y,Y,21.0,0:05:57,5.0
ID0846,Stewart,2021-01-15,15:46:05,Contract related,Y,Y,102.0,0:02:46,5.0
ID0847,Joe,2021-01-15,16:06:14,Payment related,Y,N,10.0,0:01:18,5.0
ID0848,Stewart,2021-01-15,16:06:14,Technical Support,Y,Y,117.0,0:00:41,4.0
ID0849,Becky,2021-01-15,16:37:55,Contract related,Y,Y,45.0,0:06:53,3.0
ID0850,Greg,2021-01-15,16:37:55,Admin Support,Y,N,50.0,0:01:01,3.0
ID0851,Becky,2021-01-15,16:40:48,Admin Support,Y,Y,42.0,0:02:48,3.0
ID0852,Jim,2021-01-15,16:40:48,Contract related,Y,Y,86.0,0:06:03,3.0
ID0853,Jim,2021-01-15,16:43:41,Contract related,Y,Y,92.0,0:04:43,5.0
ID0854,Diane,2021-01-15,16:43:41,Streaming,Y,Y,54.0,0:05:39,5.0
ID0855,Dan,2021-01-15,17:21:07,Streaming,Y,Y,76.0,0:06:35,3.0
ID0856,Greg,2021-01-15,17:21:07,Admin Support,Y,Y,49.0,0:01:59,5.0
ID0857,Joe,2021-01-15,17:38:24,Contract related,Y,Y,13.0,0:04:50,3.0
ID0858,Becky,2021-01-15,17:38:24,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0859,Becky,2021-01-15,17:41:17,Streaming,Y,Y,24.0,0:05:30,5.0
ID0860,Becky,2021-01-15,17:41:17,Streaming,Y,Y,71.0,0:02:39,3.0
ID0861,Stewart,2021-01-15,18:00:00,Admin Support,Y,Y,42.0,0:06:13,3.0
ID0862,Becky,2021-01-15,18:00:00,Streaming,Y,Y,63.0,0:05:25,1.0
ID0863,Becky,2021-01-16,9:00:00,Technical Support,Y,N,19.0,0:00:36,5.0
ID0864,Dan,2021-01-16,9:00:00,Streaming,Y,Y,107.0,0:05:11,1.0
ID0865,Dan,2021-01-16,10:20:38,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0866,Martha,2021-01-16,10:20:38,Admin Support,Y,Y,85.0,0:05:21,4.0
ID0867,Diane,2021-01-16,10:30:43,Technical Support,Y,Y,15.0,0:01:09,2.0
ID0868,Becky,2021-01-16,10:30:43,Technical Support,Y,Y,111.0,0:06:45,5.0
ID0869,Diane,2021-01-16,10:52:19,Contract related,Y,Y,23.0,0:01:01,4.0
ID0870,Dan,2021-01-16,10:52:19,Payment related,Y,Y,115.0,0:00:36,3.0
ID0871,Jim,2021-01-16,11:08:10,Technical Support,Y,Y,83.0,0:00:52,3.0
ID0872,Greg,2021-01-16,11:08:10,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0873,Becky,2021-01-16,12:14:24,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0874,Greg,2021-01-16,12:14:24,Technical Support,Y,Y,50.0,0:06:29,3.0
ID0875,Becky,2021-01-16,12:28:48,Payment related,Y,Y,19.0,0:01:23,3.0
ID0876,Diane,2021-01-16,12:28:48,Contract related,Y,N,107.0,0:03:36,4.0
ID0877,Joe,2021-01-16,12:44:38,Admin Support,Y,N,121.0,0:03:49,3.0
ID0878,Dan,2021-01-16,12:44:38,Payment related,Y,Y,55.0,0:05:07,3.0
ID0879,Becky,2021-01-16,12:56:10,Streaming,Y,Y,92.0,0:01:19,2.0
ID0880,Stewart,2021-01-16,12:56:10,Admin Support,Y,N,24.0,0:05:48,3.0
ID0881,Martha,2021-01-16,13:03:22,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0882,Jim,2021-01-16,13:03:22,Streaming,Y,Y,58.0,0:02:18,5.0
ID0883,Dan,2021-01-16,13:35:02,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0884,Stewart,2021-01-16,13:35:02,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0885,Greg,2021-01-16,13:36:29,Streaming,Y,Y,28.0,0:06:55,4.0
ID0886,Joe,2021-01-16,13:36:29,Technical Support,Y,Y,30.0,0:06:49,4.0
ID0887,Greg,2021-01-16,14:02:24,Admin Support,Y,Y,84.0,0:02:42,3.0
ID0888,Jim,2021-01-16,14:02:24,Technical Support,Y,Y,78.0,0:04:57,2.0
ID0889,Jim,2021-01-16,14:11:02,Admin Support,Y,Y,122.0,0:01:05,3.0
ID0890,Diane,2021-01-16,14:11:02,Contract related,Y,Y,26.0,0:01:11,1.0
ID0891,Jim,2021-01-16,14:25:26,Technical Support,Y,Y,95.0,0:00:57,3.0
ID0892,Stewart,2021-01-16,14:25:26,Technical Support,Y,Y,45.0,0:01:48,4.0
ID0893,Diane,2021-01-16,14:39:50,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0894,Diane,2021-01-16,14:39:50,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0895,Dan,2021-01-16,14:49:55,Streaming,Y,N,76.0,0:06:40,3.0
ID0896,Martha,2021-01-16,14:49:55,Streaming,Y,N,97.0,0:01:36,4.0
ID0897,Stewart,2021-01-16,15:24:29,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0898,Stewart,2021-01-16,15:24:29,Contract related,Y,Y,22.0,0:02:57,3.0
ID0899,Becky,2021-01-16,15:30:14,Streaming,Y,N,55.0,0:00:52,3.0
ID0900,Joe,2021-01-16,15:30:14,Payment related,Y,N,64.0,0:01:08,4.0
ID0901,Greg,2021-01-16,15:47:31,Streaming,Y,Y,87.0,0:01:13,3.0
ID0902,Stewart,2021-01-16,15:47:31,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0903,Martha,2021-01-16,15:53:17,Streaming,Y,Y,79.0,0:04:00,4.0
ID0904,Becky,2021-01-16,15:53:17,Contract related,Y,Y,33.0,0:05:02,4.0
ID0905,Joe,2021-01-16,16:35:02,Technical Support,Y,Y,114.0,0:05:22,4.0
ID0906,Stewart,2021-01-16,16:35:02,Technical Support,Y,Y,112.0,0:00:54,5.0
ID0907,Becky,2021-01-16,16:36:29,Technical Support,Y,Y,61.0,0:06:14,3.0
ID0908,Jim,2021-01-16,16:36:29,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0909,Jim,2021-01-16,16:52:19,Payment related,Y,N,58.0,0:04:31,2.0
ID0910,Becky,2021-01-16,16:52:19,Streaming,Y,Y,13.0,0:02:05,3.0
ID0911,Stewart,2021-01-16,17:42:43,Contract related,Y,Y,36.0,0:03:58,4.0
ID0912,Greg,2021-01-16,17:42:43,Contract related,Y,Y,48.0,0:03:38,3.0
ID0913,Stewart,2021-01-16,17:57:07,Payment related,Y,Y,99.0,0:00:33,5.0
ID0914,Joe,2021-01-16,17:57:07,Technical Support,Y,Y,78.0,0:01:47,3.0
ID0915,Greg,2021-01-16,17:58:34,Streaming,Y,Y,82.0,0:02:52,4.0
ID0916,Becky,2021-01-16,17:58:34,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0917,Stewart,2021-01-16,18:00:00,Streaming,Y,Y,19.0,0:01:43,5.0
ID0918,Becky,2021-01-16,18:00:00,Streaming,Y,Y,34.0,0:06:45,4.0
ID0919,Becky,2021-01-17,9:51:50,Technical Support,Y,Y,89.0,0:03:11,3.0
ID0920,Martha,2021-01-17,9:51:50,Contract related,Y,Y,116.0,0:06:18,4.0
ID0921,Martha,2021-01-17,10:32:10,Streaming,Y,Y,88.0,0:04:03,4.0
ID0922,Stewart,2021-01-17,10:32:10,Streaming,Y,Y,15.0,0:03:04,3.0
ID0923,Martha,2021-01-17,11:42:43,Contract related,Y,Y,59.0,0:02:17,5.0
ID0924,Greg,2021-01-17,11:42:43,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0925,Martha,2021-01-17,11:42:43,Contract related,Y,Y,125.0,0:03:09,2.0
ID0926,Greg,2021-01-17,11:42:43,Streaming,Y,Y,88.0,0:04:06,4.0
ID0927,Jim,2021-01-17,11:45:36,Streaming,Y,Y,20.0,0:04:39,5.0
ID0928,Stewart,2021-01-17,11:45:36,Contract related,Y,Y,64.0,0:05:46,3.0
ID0929,Jim,2021-01-17,12:38:53,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0930,Stewart,2021-01-17,12:38:53,Admin Support,Y,Y,111.0,0:02:19,5.0
ID0931,Joe,2021-01-17,12:44:38,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0932,Jim,2021-01-17,12:44:38,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0933,Joe,2021-01-17,13:29:17,Technical Support,Y,Y,40.0,0:03:01,4.0
ID0934,Martha,2021-01-17,13:29:17,Technical Support,Y,Y,35.0,0:03:07,2.0
ID0935,Martha,2021-01-17,13:30:43,Contract related,Y,Y,106.0,0:02:47,5.0
ID0936,Diane,2021-01-17,13:30:43,Payment related,Y,Y,97.0,0:02:39,2.0
ID0937,Diane,2021-01-17,13:36:29,Contract related,Y,Y,67.0,0:01:51,3.0
ID0938,Stewart,2021-01-17,13:36:29,Contract related,Y,Y,98.0,0:01:16,5.0
ID0939,Joe,2021-01-17,13:53:46,Contract related,Y,Y,120.0,0:02:20,4.0
ID0940,Becky,2021-01-17,13:53:46,Technical Support,Y,Y,91.0,0:00:45,5.0
ID0941,Martha,2021-01-17,14:00:58,Payment related,Y,Y,22.0,0:04:53,5.0
ID0942,Diane,2021-01-17,14:00:58,Streaming,Y,N,113.0,0:02:45,2.0
ID0943,Diane,2021-01-17,14:18:14,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0944,Jim,2021-01-17,14:18:14,Payment related,Y,Y,60.0,0:01:58,4.0
ID0945,Diane,2021-01-17,14:28:19,Payment related,Y,Y,97.0,0:02:35,5.0
ID0946,Becky,2021-01-17,14:28:19,Streaming,Y,Y,118.0,0:00:52,4.0
ID0947,Dan,2021-01-17,14:31:12,Technical Support,Y,Y,19.0,0:01:21,5.0
ID0948,Stewart,2021-01-17,14:31:12,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0949,Greg,2021-01-17,15:00:00,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0950,Dan,2021-01-17,15:00:00,Streaming,Y,Y,124.0,0:06:18,4.0
ID0951,Dan,2021-01-17,15:01:26,Payment related,Y,Y,53.0,0:05:11,2.0
ID0952,Diane,2021-01-17,15:01:26,Admin Support,Y,Y,61.0,0:00:38,5.0
ID0953,Joe,2021-01-17,15:21:36,Contract related,Y,Y,18.0,0:00:46,1.0
ID0954,Greg,2021-01-17,15:21:36,Admin Support,Y,Y,80.0,0:01:16,3.0
ID0955,Stewart,2021-01-17,16:22:05,Technical Support,Y,Y,47.0,0:04:08,4.0
ID0956,Stewart,2021-01-17,16:22:05,Payment related,Y,Y,101.0,0:05:20,2.0
ID0957,Joe,2021-01-17,16:24:58,Streaming,Y,Y,71.0,0:05:40,3.0
ID0958,Martha,2021-01-17,16:24:58,Technical Support,Y,Y,44.0,0:04:07,4.0
ID0959,Becky,2021-01-17,16:29:17,Payment related,Y,Y,14.0,0:03:00,4.0
ID0960,Martha,2021-01-17,16:29:17,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0961,Jim,2021-01-17,17:06:43,Contract related,Y,Y,44.0,0:02:40,2.0
ID0962,Diane,2021-01-17,17:06:43,Admin Support,Y,Y,97.0,0:06:46,4.0
ID0963,Becky,2021-01-17,17:16:48,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0964,Diane,2021-01-17,17:16:48,Admin Support,Y,N,91.0,0:04:09,3.0
ID0965,Dan,2021-01-17,17:21:07,Payment related,Y,Y,48.0,0:03:13,3.0
ID0966,Greg,2021-01-17,17:21:07,Contract related,Y,Y,45.0,0:01:39,3.0
ID0967,Becky,2021-01-17,17:54:14,Admin Support,Y,Y,60.0,0:02:00,5.0
ID0968,Jim,2021-01-17,17:54:14,Streaming,Y,Y,85.0,0:05:32,4.0
ID0969,Joe,2021-01-18,9:24:29,Admin Support,Y,Y,53.0,0:06:06,4.0
ID0970,Greg,2021-01-18,9:24:29,Contract related,Y,N,27.0,0:06:14,5.0
ID0971,Joe,2021-01-18,9:24:29,Admin Support,Y,Y,30.0,0:04:03,3.0
ID0972,Dan,2021-01-18,9:24:29,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0973,Jim,2021-01-18,9:31:41,Admin Support,Y,Y,113.0,0:03:01,5.0
ID0974,Jim,2021-01-18,9:31:41,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0975,Diane,2021-01-18,9:36:00,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0976,Jim,2021-01-18,9:36:00,Streaming,Y,Y,80.0,0:06:57,4.0
ID0977,Stewart,2021-01-18,10:16:19,Contract related,Y,Y,45.0,0:07:00,5.0
ID0978,Joe,2021-01-18,10:16:19,Admin Support,Y,Y,95.0,0:02:16,1.0
ID0979,Martha,2021-01-18,11:28:19,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0980,Dan,2021-01-18,11:28:19,Payment related,Y,Y,33.0,0:01:28,3.0
ID0981,Stewart,2021-01-18,11:47:02,Payment related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0982,Jim,2021-01-18,11:47:02,Streaming,Y,Y,90.0,0:06:47,3.0
ID0983,Greg,2021-01-18,11:51:22,Payment related,Y,Y,90.0,0:02:14,3.0
ID0984,Jim,2021-01-18,11:51:22,Streaming,Y,N,57.0,0:04:10,1.0
ID0985,Becky,2021-01-18,11:55:41,Admin Support,Y,Y,123.0,0:05:50,2.0
ID0986,Diane,2021-01-18,11:55:41,Admin Support,Y,Y,39.0,0:06:51,4.0
ID0987,Greg,2021-01-18,11:57:07,Technical Support,Y,N,38.0,0:02:16,5.0
ID0988,Diane,2021-01-18,11:57:07,Streaming,Y,Y,26.0,0:01:35,1.0
ID0989,Diane,2021-01-18,11:58:34,Contract related,Y,Y,43.0,0:02:34,3.0
ID0990,Jim,2021-01-18,11:58:34,Streaming,Y,Y,89.0,0:05:53,3.0
ID0991,Jim,2021-01-18,12:00:00,Contract related,Y,Y,121.0,0:05:24,3.0
ID0992,Jim,2021-01-18,12:00:00,Payment related,Y,Y,114.0,0:03:10,4.0
ID0993,Stewart,2021-01-18,12:34:34,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0994,Dan,2021-01-18,12:34:34,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0995,Becky,2021-01-18,12:37:26,Streaming,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID0996,Becky,2021-01-18,12:37:26,Admin Support,Y,N,101.0,0:04:36,3.0
ID0997,Joe,2021-01-18,12:38:53,Payment related,Y,Y,87.0,0:05:19,4.0
ID0998,Greg,2021-01-18,12:38:53,Admin Support,Y,Y,22.0,0:06:02,5.0
ID0999,Stewart,2021-01-18,12:41:46,Streaming,Y,Y,19.0,0:03:57,2.0
ID1000,Becky,2021-01-18,12:41:46,Admin Support,Y,Y,31.0,0:02:30,4.0
ID1001,Martha,2021-01-18,12:48:58,Payment related,Y,Y,24.0,0:06:03,4.0
ID1002,Dan,2021-01-18,12:48:58,Payment related,Y,N,94.0,0:04:42,4.0
ID1003,Dan,2021-01-18,13:10:34,Streaming,Y,Y,79.0,0:00:47,4.0
ID1004,Jim,2021-01-18,13:10:34,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID1005,Martha,2021-01-18,13:10:34,Admin Support,Y,Y,87.0,0:04:40,4.0
ID1006,Dan,2021-01-18,13:10:34,Contract related,Y,N,65.0,0:06:04,4.0
ID1007,Martha,2021-01-18,14:58:34,Contract related,Y,Y,36.0,0:04:23,3.0
ID1008,Joe,2021-01-18,14:58:34,Technical Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID1009,Stewart,2021-01-18,15:18:43,Streaming,Y,Y,33.0,0:02:16,4.0
ID1010,Becky,2021-01-18,15:18:43,Contract related,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID1011,Jim,2021-01-18,15:50:24,Admin Support,N,N,67.52072027627035,0:04:43,3.4035520473606313
ID1012,Greg,2021-01-18,15:50:24,Streaming,Y,Y,24.0,0:03:15,5.0
ID1013,Stewart,2021-01-18,16:12:00,Admin Support,Y,Y,32.0,0:03:40,5.0
ID1014,Joe,2021-01-18,16:12:00,Contract related,Y,N,24.0,0:03:46,4.0
ID1015,Stewart,2021-01-18,16:49:26,Technical Support,Y,Y,96.0,0:05:29,5.0
ID1016,Joe,2021-01-18,16:49:26,Technical Support,Y,Y,45.0,0:02:05,5.0
ID1017,Jim,2021-01-18,17:13:55,Admin Support,Y,Y,16.0,0:05:09,1.0
ID1018,Greg,2021-01-18,17:13:55,Technical Support,Y,Y,75.0,0:06:56,5.0
ID1019,Joe,2021-01-18,17:18:14,Contract related,Y,Y,71.0,0:00:37,3.0
ID1020,Stewart,2021-01-18,17:18:14,Technical Support,Y,Y,47.0,0:02:17,3.0
ID1021,Stewart,2021-01-18,17:18:14,Admin Support,Y,Y,54.0,0:04:48,3.0
ID1022,Becky,2021-01-18,17:18:14,Payment related,Y,Y,101.0,0:04:29,4.0
ID1023,Martha,2021-01-18,17:25:26,Streaming,Y,Y,46.0,0:02:07,3.0
ID1024,Becky,2021-01-18,17:25:26,Technical Support,Y,Y,45.0,0:06:55,3.0
ID1025,Martha,2021-01-18,17:26:53,Technical Support,Y,Y,45.0,0:05:25,4.0
ID1026,Jim,2021-01-18,17:26:53,Admin Support,Y,Y,30.0,0:04:58,5.0
ID1027,Greg,2021-01-18,17:42:43,Technical Support,Y,Y,105.0,0:04:54,4.0
ID1028,Jim,2021-01-18,17:42:43,Payment related,Y,Y,102.0,0:04:54,4.0
ID1029,Greg,2021-01-18,17:55:41,Payment related,Y,Y,46.0,0:05:01,3.0
ID1030,Stewart,2021-01-18,17:55:41,Admin Support,Y,Y,11.0,0:00:52,1.0
ID1031,Dan,2021-01-19,9:02:53,Payment related,Y,Y,125.0,0:06:03,3.0
ID1032,Stewart,2021-01-19,9:02:53,Admin Support,Y,Y,112.0,0:01:53,3.0
ID1033,Becky,2021-01-19,9:15:50,Technical Support,Y,Y,14.0,0:01:56,3.0
ID1034,Joe,2021-01-19,9:15:50,Contract related,Y,N,10.0,0:04:43,4.0
ID1035,Martha,2021-01-19,9:18:43,Contract related,Y,Y,60.0,0:00:32,3.0
ID1036,Diane,2021-01-19,9:18:43,Streaming,Y,Y,59.0,0:05:02,5.0
